	Date	Time	Emotion
131	2022-04-14	18:36:24	Neutral
132	2022-04-14	18:36:25	Neutral
133	2022-04-14	18:36:25	Neutral
134	2022-04-14	18:36:25	Neutral
135	2022-04-14	18:36:25	Neutral
136	2022-04-14	18:36:26	Neutral
137	2022-04-14	18:36:26	Neutral
138	2022-04-14	18:36:26	Neutral
139	2022-04-14	18:36:26	Neutral
140	2022-04-14	18:36:26	Neutral
141	2022-04-14	18:36:26	Neutral
142	2022-04-14	18:36:26	Neutral
143	2022-04-14	18:36:26	Neutral
144	2022-04-14	18:36:26	Neutral
145	2022-04-14	18:36:26	Neutral
146	2022-04-14	18:36:26	Neutral
147	2022-04-14	18:36:26	Neutral
148	2022-04-14	18:36:26	Neutral
149	2022-04-14	18:36:26	Neutral
150	2022-04-14	18:36:26	Neutral
151	2022-04-14	18:36:27	Neutral
152	2022-04-14	18:36:27	Neutral
153	2022-04-14	18:36:27	Neutral
154	2022-04-14	18:36:27	Neutral
155	2022-04-14	18:36:27	Neutral
156	2022-04-14	18:36:27	Neutral
157	2022-04-14	18:36:27	Neutral
158	2022-04-14	18:36:27	Neutral
159	2022-04-14	18:36:27	Neutral
160	2022-04-14	18:36:27	Neutral
161	2022-04-14	18:36:27	Neutral
162	2022-04-14	18:36:27	Neutral
163	2022-04-14	18:36:27	Neutral
164	2022-04-14	18:36:27	Neutral
165	2022-04-14	18:36:28	Neutral
166	2022-04-14	18:36:28	Neutral
167	2022-04-14	18:36:28	Neutral
168	2022-04-14	18:36:28	Sad
169	2022-04-14	18:36:28	Happy
170	2022-04-14	18:36:28	Happy
171	2022-04-14	18:36:28	Happy
172	2022-04-14	18:36:28	Happy
173	2022-04-14	18:36:28	Neutral
174	2022-04-14	18:36:28	Sad
175	2022-04-14	18:36:28	Sad
176	2022-04-14	18:36:28	Neutral
177	2022-04-14	18:36:28	Neutral
178	2022-04-14	18:36:30	Neutral
179	2022-04-14	18:36:30	Neutral
180	2022-04-14	18:36:31	Sad
181	2022-04-14	18:36:31	Neutral
182	2022-04-14	18:36:31	Neutral
183	2022-04-14	18:36:31	Neutral
184	2022-04-14	18:36:31	Happy
185	2022-04-14	18:36:31	Happy
186	2022-04-14	18:36:31	Neutral
187	2022-04-14	18:36:31	Neutral
188	2022-04-14	18:36:31	Neutral
189	2022-04-14	18:36:31	Neutral
190	2022-04-14	18:36:31	Happy
191	2022-04-14	18:36:32	Happy
192	2022-04-14	18:36:32	Neutral
193	2022-04-14	18:36:32	Neutral
194	2022-04-14	18:36:32	Neutral
195	2022-04-14	18:36:32	Neutral
196	2022-04-14	18:36:32	Neutral
197	2022-04-14	18:36:32	Neutral
198	2022-04-14	18:36:32	Neutral
199	2022-04-14	18:36:32	Neutral
200	2022-04-14	18:36:32	Neutral
201	2022-04-14	18:36:32	Neutral
202	2022-04-14	18:36:32	Neutral
203	2022-04-14	18:36:32	Neutral
204	2022-04-14	18:36:32	Neutral
205	2022-04-14	18:36:32	Neutral
206	2022-04-14	18:36:33	Neutral
207	2022-04-14	18:36:33	Neutral
208	2022-04-14	18:36:33	Neutral
209	2022-04-14	18:36:33	Neutral
210	2022-04-14	18:36:33	Neutral
211	2022-04-14	18:36:33	Neutral
212	2022-04-14	18:36:33	Neutral
213	2022-04-14	18:36:33	Neutral
214	2022-04-14	18:36:33	Neutral
215	2022-04-14	18:36:33	Sad
216	2022-04-14	18:36:33	Neutral
217	2022-04-14	18:36:33	Neutral
218	2022-04-14	18:36:33	Neutral
219	2022-04-14	18:36:33	Neutral
220	2022-04-14	18:36:33	Neutral
221	2022-04-14	18:36:33	Neutral
222	2022-04-14	18:36:34	Neutral
223	2022-04-14	18:36:34	Neutral
224	2022-04-14	18:36:34	Neutral
225	2022-04-14	18:36:34	Neutral
226	2022-04-14	18:36:34	Neutral
227	2022-04-14	18:36:34	Neutral
228	2022-04-14	18:36:34	Neutral
229	2022-04-14	18:36:34	Neutral
230	2022-04-14	18:36:34	Neutral
231	2022-04-14	18:36:34	Neutral
232	2022-04-14	18:36:34	Neutral
233	2022-04-14	18:36:34	Neutral
234	2022-04-14	18:36:34	Neutral
235	2022-04-14	18:36:34	Neutral
236	2022-04-14	18:36:34	Neutral
237	2022-04-14	18:36:35	Neutral
238	2022-04-14	18:36:35	Neutral
239	2022-04-14	18:36:35	Neutral
240	2022-04-14	18:36:35	Neutral
241	2022-04-14	18:36:35	Neutral
242	2022-04-14	18:36:35	Neutral
243	2022-04-14	18:36:35	Neutral
244	2022-04-14	18:36:35	Neutral
245	2022-04-14	18:36:35	Neutral
246	2022-04-14	18:36:35	Neutral
247	2022-04-14	18:36:35	Neutral
248	2022-04-14	18:36:35	Neutral
249	2022-04-14	18:36:35	Neutral
250	2022-04-14	18:36:35	Neutral
251	2022-04-14	18:36:35	Neutral
252	2022-04-14	18:36:36	Neutral
253	2022-04-14	18:36:36	Neutral
254	2022-04-14	18:36:36	Neutral
255	2022-04-14	18:36:36	Neutral
256	2022-04-14	18:36:36	Neutral
257	2022-04-14	18:36:36	Neutral
258	2022-04-14	18:36:36	Neutral
259	2022-04-14	18:36:36	Neutral
260	2022-04-14	18:36:36	Neutral
261	2022-04-14	18:36:36	Neutral
262	2022-04-14	18:36:36	Neutral
263	2022-04-14	18:36:36	Neutral
264	2022-04-14	18:36:36	Neutral
265	2022-04-14	18:36:36	Neutral
266	2022-04-14	18:36:37	Neutral
267	2022-04-14	18:36:37	Neutral
268	2022-04-14	18:36:37	Neutral
269	2022-04-14	18:36:37	Neutral
270	2022-04-14	18:36:37	Neutral
271	2022-04-14	18:36:37	Neutral
272	2022-04-14	18:36:37	Neutral
273	2022-04-14	18:36:37	Neutral
274	2022-04-14	18:36:37	Neutral
275	2022-04-14	18:36:37	Neutral
276	2022-04-14	18:36:37	Neutral
277	2022-04-14	18:36:37	Neutral
278	2022-04-14	18:36:37	Neutral
279	2022-04-14	18:36:37	Neutral
280	2022-04-14	18:36:37	Neutral
281	2022-04-14	18:36:38	Neutral
282	2022-04-14	18:36:38	Neutral
283	2022-04-14	18:36:38	Neutral
284	2022-04-14	18:36:38	Neutral
285	2022-04-14	18:36:38	Neutral
286	2022-04-14	18:36:38	Neutral
287	2022-04-14	18:36:38	Neutral
288	2022-04-14	18:36:38	Neutral
289	2022-04-14	18:36:38	Neutral
290	2022-04-14	18:36:38	Neutral
291	2022-04-14	18:36:38	Neutral
292	2022-04-14	18:36:38	Neutral
293	2022-04-14	18:36:38	Neutral
294	2022-04-14	18:36:38	Neutral
295	2022-04-14	18:36:38	Neutral
296	2022-04-14	18:36:39	Neutral
297	2022-04-14	18:36:39	Neutral
298	2022-04-14	18:36:39	Neutral
299	2022-04-14	18:36:39	Neutral
300	2022-04-14	18:36:39	Neutral
301	2022-04-14	18:36:39	Neutral
302	2022-04-14	18:36:39	Neutral
303	2022-04-14	18:36:39	Neutral
304	2022-04-14	18:36:39	Neutral
305	2022-04-14	18:36:39	Neutral
306	2022-04-14	18:36:39	Neutral
307	2022-04-14	18:36:39	Neutral
308	2022-04-14	18:36:39	Neutral
309	2022-04-14	18:36:39	Neutral
310	2022-04-14	18:36:39	Neutral
311	2022-04-14	18:36:40	Neutral
312	2022-04-14	18:36:40	Neutral
313	2022-04-14	18:36:40	Neutral
314	2022-04-14	18:36:40	Neutral
315	2022-04-14	18:36:40	Neutral
316	2022-04-14	18:36:40	Neutral
317	2022-04-14	18:36:40	Neutral
318	2022-04-14	18:36:40	Neutral
319	2022-04-14	18:36:40	Neutral
320	2022-04-14	18:36:40	Neutral
321	2022-04-14	18:36:40	Neutral
322	2022-04-14	18:36:40	Neutral
323	2022-04-14	18:36:40	Neutral
324	2022-04-14	18:36:40	Neutral
325	2022-04-14	18:36:41	Neutral
326	2022-04-14	18:36:41	Neutral
327	2022-04-14	18:36:41	Neutral
328	2022-04-14	18:36:41	Neutral
329	2022-04-14	18:36:41	Neutral
330	2022-04-14	18:36:41	Neutral
331	2022-04-14	18:36:41	Neutral
332	2022-04-14	18:36:41	Neutral
333	2022-04-14	18:36:41	Neutral
334	2022-04-14	18:36:41	Neutral
335	2022-04-14	18:36:41	Neutral
336	2022-04-14	18:36:41	Neutral
337	2022-04-14	18:36:41	Neutral
338	2022-04-14	18:36:41	Neutral
339	2022-04-14	18:36:42	Neutral
340	2022-04-14	18:36:42	Neutral
341	2022-04-14	18:36:42	Neutral
342	2022-04-14	18:36:42	Neutral
343	2022-04-14	18:36:42	Neutral
344	2022-04-14	18:36:42	Neutral
345	2022-04-14	18:36:42	Neutral
346	2022-04-14	18:36:42	Neutral
347	2022-04-14	18:36:42	Neutral
348	2022-04-14	18:36:42	Neutral
349	2022-04-14	18:36:42	Neutral
350	2022-04-14	18:36:42	Neutral
351	2022-04-14	18:36:42	Neutral
352	2022-04-14	18:36:42	Neutral
353	2022-04-14	18:36:43	Neutral
354	2022-04-14	18:36:43	Neutral
355	2022-04-14	18:36:43	Neutral
356	2022-04-14	18:36:43	Neutral
357	2022-04-14	18:36:43	Neutral
358	2022-04-14	18:36:43	Neutral
359	2022-04-14	18:36:43	Neutral
360	2022-04-14	18:36:43	Neutral
361	2022-04-14	18:36:43	Neutral
362	2022-04-14	18:36:43	Neutral
363	2022-04-14	18:36:43	Neutral
364	2022-04-14	18:36:43	Neutral
365	2022-04-14	18:36:43	Neutral
366	2022-04-14	18:36:43	Neutral
367	2022-04-14	18:36:43	Neutral
368	2022-04-14	18:36:44	Neutral
369	2022-04-14	18:36:44	Neutral
370	2022-04-14	18:36:44	Neutral
371	2022-04-14	18:36:44	Neutral
372	2022-04-14	18:36:44	Neutral
373	2022-04-14	18:36:44	Neutral
374	2022-04-14	18:36:44	Neutral
375	2022-04-14	18:36:44	Neutral
376	2022-04-14	18:36:44	Neutral
377	2022-04-14	18:36:44	Neutral
378	2022-04-14	18:36:44	Neutral
379	2022-04-14	18:36:44	Neutral
380	2022-04-14	18:36:44	Neutral
381	2022-04-14	18:36:45	Neutral
382	2022-04-14	18:36:45	Neutral
383	2022-04-14	18:36:45	Neutral
384	2022-04-14	18:36:45	Neutral
385	2022-04-14	18:36:45	Neutral
386	2022-04-14	18:36:45	Neutral
387	2022-04-14	18:36:45	Neutral
388	2022-04-14	18:36:45	Neutral
389	2022-04-14	18:36:45	Neutral
390	2022-04-14	18:36:45	Neutral
391	2022-04-14	18:36:45	Neutral
392	2022-04-14	18:36:45	Neutral
393	2022-04-14	18:36:45	Neutral
394	2022-04-14	18:36:45	Neutral
395	2022-04-14	18:36:46	Neutral
396	2022-04-14	18:36:46	Neutral
397	2022-04-14	18:36:46	Neutral
398	2022-04-14	18:36:46	Neutral
399	2022-04-14	18:36:46	Neutral
400	2022-04-14	18:36:46	Neutral
401	2022-04-14	18:36:46	Neutral
402	2022-04-14	18:36:46	Neutral
403	2022-04-14	18:36:46	Neutral
404	2022-04-14	18:36:46	Neutral
405	2022-04-14	18:36:46	Neutral
406	2022-04-14	18:36:46	Neutral
407	2022-04-14	18:36:46	Neutral
408	2022-04-14	18:36:47	Neutral
409	2022-04-14	18:36:47	Neutral
410	2022-04-14	18:36:47	Neutral
411	2022-04-14	18:36:47	Neutral
412	2022-04-14	18:36:47	Neutral
413	2022-04-14	18:36:47	Neutral
414	2022-04-14	18:36:47	Neutral
415	2022-04-14	18:36:47	Neutral
416	2022-04-14	18:36:47	Neutral
417	2022-04-14	18:36:47	Neutral
418	2022-04-14	18:36:47	Neutral
419	2022-04-14	18:36:47	Neutral
420	2022-04-14	18:36:47	Neutral
421	2022-04-14	18:36:47	Neutral
422	2022-04-14	18:36:48	Neutral
423	2022-04-14	18:36:48	Neutral
424	2022-04-14	18:36:48	Neutral
425	2022-04-14	18:36:48	Neutral
426	2022-04-14	18:36:48	Neutral
427	2022-04-14	18:36:48	Neutral
428	2022-04-14	18:36:48	Neutral
429	2022-04-14	18:36:48	Neutral
430	2022-04-14	18:36:48	Neutral
431	2022-04-14	18:36:48	Neutral
432	2022-04-14	18:36:48	Neutral
433	2022-04-14	18:36:48	Neutral
434	2022-04-14	18:36:48	Neutral
435	2022-04-14	18:36:48	Neutral
436	2022-04-14	18:36:49	Neutral
437	2022-04-14	18:36:49	Neutral
438	2022-04-14	18:36:49	Neutral
439	2022-04-14	18:36:49	Neutral
440	2022-04-14	18:36:49	Neutral
441	2022-04-14	18:36:49	Neutral
442	2022-04-14	18:36:49	Neutral
443	2022-04-14	18:36:49	Neutral
444	2022-04-14	18:36:49	Neutral
445	2022-04-14	18:36:49	Neutral
446	2022-04-14	18:36:49	Neutral
447	2022-04-14	18:36:49	Neutral
448	2022-04-14	18:36:49	Neutral
449	2022-04-14	18:36:49	Neutral
450	2022-04-14	18:36:50	Neutral
451	2022-04-14	18:36:50	Neutral
452	2022-04-14	18:36:50	Neutral
453	2022-04-14	18:36:50	Neutral
454	2022-04-14	18:36:50	Neutral
455	2022-04-14	18:36:50	Neutral
456	2022-04-14	18:36:50	Neutral
457	2022-04-14	18:36:50	Neutral
458	2022-04-14	18:36:50	Neutral
459	2022-04-14	18:36:50	Neutral
460	2022-04-14	18:36:50	Neutral
461	2022-04-14	18:36:50	Neutral
462	2022-04-14	18:36:50	Neutral
463	2022-04-14	18:36:50	Neutral
464	2022-04-14	18:36:51	Neutral
465	2022-04-14	18:36:51	Neutral
466	2022-04-14	18:36:51	Neutral
467	2022-04-14	18:36:51	Neutral
468	2022-04-14	18:36:51	Neutral
469	2022-04-14	18:36:51	Neutral
470	2022-04-14	18:36:51	Neutral
471	2022-04-14	18:36:51	Neutral
472	2022-04-14	18:36:51	Neutral
473	2022-04-14	18:36:51	Neutral
474	2022-04-14	18:36:51	Neutral
475	2022-04-14	18:36:51	Neutral
476	2022-04-14	18:36:51	Neutral
477	2022-04-14	18:36:51	Neutral
478	2022-04-14	18:36:52	Neutral
479	2022-04-14	18:36:52	Neutral
480	2022-04-14	18:36:52	Neutral
481	2022-04-14	18:36:52	Neutral
482	2022-04-14	18:36:52	Neutral
483	2022-04-14	18:36:52	Neutral
484	2022-04-14	18:36:52	Neutral
485	2022-04-14	18:36:52	Neutral
486	2022-04-14	18:36:52	Neutral
487	2022-04-14	18:36:52	Neutral
488	2022-04-14	18:36:52	Neutral
489	2022-04-14	18:36:52	Neutral
490	2022-04-14	18:36:52	Neutral
491	2022-04-14	18:36:52	Neutral
492	2022-04-14	18:36:52	Neutral
493	2022-04-14	18:36:53	Neutral
494	2022-04-14	18:36:53	Neutral
495	2022-04-14	18:36:53	Neutral
496	2022-04-14	18:36:53	Neutral
497	2022-04-14	18:36:53	Neutral
498	2022-04-14	18:36:53	Neutral
499	2022-04-14	18:36:53	Neutral
500	2022-04-14	18:36:53	Neutral
501	2022-04-14	18:36:53	Neutral
502	2022-04-14	18:36:53	Neutral
503	2022-04-14	18:36:53	Neutral
504	2022-04-14	18:36:53	Neutral
505	2022-04-14	18:36:53	Neutral
506	2022-04-14	18:36:53	Neutral
507	2022-04-14	18:36:54	Neutral
508	2022-04-14	18:36:54	Neutral
509	2022-04-14	18:36:54	Neutral
510	2022-04-14	18:36:54	Neutral
511	2022-04-14	18:36:54	Neutral
512	2022-04-14	18:36:54	Neutral
513	2022-04-14	18:36:54	Neutral
514	2022-04-14	18:36:54	Neutral
515	2022-04-14	18:36:54	Neutral
516	2022-04-14	18:36:54	Neutral
517	2022-04-14	18:36:54	Neutral
518	2022-04-14	18:36:54	Neutral
519	2022-04-14	18:36:54	Neutral
520	2022-04-14	18:36:54	Neutral
521	2022-04-14	18:36:55	Neutral
522	2022-04-14	18:36:55	Neutral
523	2022-04-14	18:36:55	Neutral
524	2022-04-14	18:36:55	Neutral
525	2022-04-14	18:36:55	Neutral
526	2022-04-14	18:36:55	Neutral
527	2022-04-14	18:36:55	Neutral
528	2022-04-14	18:36:55	Neutral
529	2022-04-14	18:36:55	Neutral
530	2022-04-14	18:36:55	Neutral
531	2022-04-14	18:36:55	Neutral
532	2022-04-14	18:36:55	Neutral
533	2022-04-14	18:36:55	Neutral
534	2022-04-14	18:36:55	Neutral
535	2022-04-14	18:36:56	Neutral
536	2022-04-14	18:36:56	Neutral
537	2022-04-14	18:36:56	Neutral
538	2022-04-14	18:36:56	Neutral
539	2022-04-14	18:36:56	Neutral
540	2022-04-14	18:36:56	Neutral
541	2022-04-14	18:36:56	Neutral
542	2022-04-14	18:36:56	Neutral
543	2022-04-14	18:36:56	Neutral
544	2022-04-14	18:36:56	Neutral
545	2022-04-14	18:36:56	Neutral
546	2022-04-14	18:36:56	Neutral
547	2022-04-14	18:36:56	Neutral
548	2022-04-14	18:36:57	Neutral
549	2022-04-14	18:36:57	Neutral
550	2022-04-14	18:36:57	Neutral
551	2022-04-14	18:36:57	Neutral
552	2022-04-14	18:36:57	Neutral
553	2022-04-14	18:36:57	Neutral
554	2022-04-14	18:36:57	Neutral
555	2022-04-14	18:36:57	Neutral
556	2022-04-14	18:36:57	Neutral
557	2022-04-14	18:36:57	Neutral
558	2022-04-14	18:36:57	Neutral
559	2022-04-14	18:36:57	Neutral
560	2022-04-14	18:36:57	Neutral
561	2022-04-14	18:36:57	Neutral
562	2022-04-14	18:36:57	Neutral
563	2022-04-14	18:36:58	Neutral
564	2022-04-14	18:36:58	Neutral
565	2022-04-14	18:36:58	Neutral
566	2022-04-14	18:36:58	Neutral
567	2022-04-14	18:36:58	Neutral
568	2022-04-14	18:36:58	Neutral
569	2022-04-14	18:36:58	Neutral
570	2022-04-14	18:36:58	Neutral
571	2022-04-14	18:36:58	Neutral
572	2022-04-14	18:36:58	Neutral
573	2022-04-14	18:36:58	Neutral
574	2022-04-14	18:36:58	Neutral
575	2022-04-14	18:36:58	Neutral
576	2022-04-14	18:36:59	Neutral
577	2022-04-14	18:36:59	Neutral
578	2022-04-14	18:36:59	Neutral
579	2022-04-14	18:36:59	Neutral
580	2022-04-14	18:36:59	Neutral
581	2022-04-14	18:36:59	Neutral
582	2022-04-14	18:36:59	Neutral
583	2022-04-14	18:36:59	Neutral
584	2022-04-14	18:36:59	Neutral
585	2022-04-14	18:36:59	Neutral
586	2022-04-14	18:36:59	Neutral
587	2022-04-14	18:36:59	Neutral
588	2022-04-14	18:36:59	Neutral
589	2022-04-14	18:36:59	Neutral
590	2022-04-14	18:37:00	Neutral
591	2022-04-14	18:37:00	Neutral
592	2022-04-14	18:37:00	Neutral
593	2022-04-14	18:37:00	Neutral
594	2022-04-14	18:37:00	Neutral
595	2022-04-14	18:37:00	Neutral
596	2022-04-14	18:37:00	Neutral
597	2022-04-14	18:37:00	Neutral
598	2022-04-14	18:37:00	Neutral
599	2022-04-14	18:37:00	Neutral
600	2022-04-14	18:37:00	Neutral
601	2022-04-14	18:37:00	Neutral
602	2022-04-14	18:37:00	Sad
603	2022-04-14	18:37:00	Neutral
604	2022-04-14	18:37:01	Neutral
605	2022-04-14	18:37:01	Neutral
606	2022-04-14	18:37:01	Neutral
607	2022-04-14	18:37:01	Neutral
608	2022-04-14	18:37:01	Neutral
609	2022-04-14	18:37:01	Neutral
610	2022-04-14	18:37:01	Neutral
611	2022-04-14	18:37:01	Neutral
612	2022-04-14	18:37:01	Neutral
613	2022-04-14	18:37:01	Neutral
614	2022-04-14	18:37:01	Neutral
615	2022-04-14	18:37:01	Neutral
616	2022-04-14	18:37:01	Neutral
617	2022-04-14	18:37:02	Neutral
618	2022-04-14	18:37:02	Neutral
619	2022-04-14	18:37:02	Neutral
620	2022-04-14	18:37:02	Neutral
621	2022-04-14	18:37:02	Neutral
622	2022-04-14	18:37:02	Neutral
623	2022-04-14	18:37:02	Neutral
624	2022-04-14	18:37:02	Neutral
625	2022-04-14	18:37:02	Neutral
626	2022-04-14	18:37:02	Neutral
627	2022-04-14	18:37:02	Neutral
628	2022-04-14	18:37:02	Neutral
629	2022-04-14	18:37:02	Neutral
630	2022-04-14	18:37:02	Neutral
631	2022-04-14	18:37:03	Neutral
632	2022-04-14	18:37:03	Neutral
633	2022-04-14	18:37:03	Neutral
634	2022-04-14	18:37:03	Neutral
635	2022-04-14	18:37:03	Neutral
636	2022-04-14	18:37:03	Neutral
637	2022-04-14	18:37:03	Neutral
638	2022-04-14	18:37:03	Neutral
639	2022-04-14	18:37:03	Neutral
640	2022-04-14	18:37:03	Neutral
641	2022-04-14	18:37:03	Neutral
642	2022-04-14	18:37:03	Neutral
643	2022-04-14	18:37:03	Neutral
644	2022-04-14	18:37:04	Neutral
645	2022-04-14	18:37:04	Neutral
646	2022-04-14	18:37:04	Neutral
647	2022-04-14	18:37:04	Neutral
648	2022-04-14	18:37:04	Neutral
649	2022-04-14	18:37:04	Neutral
650	2022-04-14	18:37:04	Neutral
651	2022-04-14	18:37:04	Neutral
652	2022-04-14	18:37:04	Neutral
653	2022-04-14	18:37:04	Neutral
654	2022-04-14	18:37:04	Neutral
655	2022-04-14	18:37:04	Neutral
656	2022-04-14	18:37:04	Neutral
657	2022-04-14	18:37:04	Neutral
658	2022-04-14	18:37:05	Neutral
659	2022-04-14	18:37:05	Neutral
660	2022-04-14	18:37:05	Neutral
661	2022-04-14	18:37:05	Neutral
662	2022-04-14	18:37:05	Neutral
663	2022-04-14	18:37:05	Neutral
664	2022-04-14	18:37:05	Neutral
665	2022-04-14	18:37:05	Neutral
666	2022-04-14	18:37:05	Neutral
667	2022-04-14	18:37:05	Neutral
668	2022-04-14	18:37:05	Neutral
669	2022-04-14	18:37:05	Neutral
670	2022-04-14	18:37:05	Neutral
671	2022-04-14	18:37:05	Neutral
672	2022-04-14	18:37:06	Neutral
673	2022-04-14	18:37:06	Neutral
674	2022-04-14	18:37:06	Neutral
675	2022-04-14	18:37:06	Neutral
676	2022-04-14	18:37:06	Neutral
677	2022-04-14	18:37:06	Neutral
678	2022-04-14	18:37:06	Neutral
679	2022-04-14	18:37:06	Neutral
680	2022-04-14	18:37:06	Neutral
681	2022-04-14	18:37:06	Neutral
682	2022-04-14	18:37:06	Neutral
683	2022-04-14	18:37:06	Neutral
684	2022-04-14	18:37:06	Neutral
685	2022-04-14	18:37:07	Neutral
686	2022-04-14	18:37:07	Happy
687	2022-04-14	18:37:07	Happy
688	2022-04-14	18:37:07	Happy
689	2022-04-14	18:37:07	Happy
690	2022-04-14	18:37:07	Neutral
691	2022-04-14	18:37:07	Neutral
692	2022-04-14	18:37:07	Neutral
693	2022-04-14	18:37:07	Neutral
694	2022-04-14	18:37:07	Neutral
695	2022-04-14	18:37:07	Neutral
696	2022-04-14	18:37:07	Neutral
697	2022-04-14	18:37:07	Neutral
698	2022-04-14	18:37:08	Neutral
699	2022-04-14	18:37:08	Neutral
700	2022-04-14	18:37:08	Neutral
